,duration,Max no. resources in a week,Sum of activities delays,network,activities start times,activities end times,activities durations,resources allocation
236,15,16,0,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 11, 11, 10, 10, 10, 4, 4, 4, 4]"
520,16,16,1,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 8}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 16, 16, 11, 11, 12, 10, 10, 4, 4, 4, 4, 4]"
1691,17,16,1,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 11, 11, 6, 6, 10, 4, 4, 4, 4, 4, 4]"
2131,15,16,1,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
2289,15,16,1,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 11, 9, 10, 10, 10, 4, 4, 4]"
2894,15,16,1,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 11, 9, 10, 10, 10, 4, 4, 4]"
2030,15,17,1,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 17, 11, 10, 10, 10, 4, 4, 4, 4]"
2840,15,17,1,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 17, 11, 10, 10, 10, 4, 4, 4, 4]"
173,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 16, 16, 11, 9, 10, 10, 10, 4, 4, 4]"
373,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 11, 9, 4, 10, 10, 10, 4, 4]"
750,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 12, 11, 9, 10, 10, 10, 4, 4, 4]"
802,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 1, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 7, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 6, 9, 9, 10, 10, 10, 4, 4]"
809,17,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 8}","{'A': 10, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 6, 12, 12, 16, 16, 11, 11, 12, 12, 10, 4, 4, 4, 4, 4, 4]"
898,16,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 9}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 12, 12, 12, 16, 16, 10, 11, 11, 10, 10, 10, 4, 4, 4, 4]"
970,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 11, 9, 4, 10, 10, 10, 4, 4]"
1010,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 11, 11, 4, 4, 10, 10, 10, 4, 4]"
1337,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 6, 9, 9, 10, 10, 10, 4, 4]"
1502,16,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 9}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 16, 16, 6, 11, 11, 10, 10, 10, 4, 4, 4, 4]"
1661,16,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 9}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 16, 16, 11, 11, 6, 10, 10, 10, 4, 4, 4, 4]"
2056,17,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 11, 5, 6, 10, 10, 4, 4, 4, 4, 4]"
2420,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 16, 16, 11, 9, 10, 10, 10, 4, 4, 4]"
2508,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 2, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 8, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 16, 16, 10, 10, 9, 9, 10, 10, 10, 4, 4]"
2663,17,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 11, 5, 6, 10, 10, 4, 4, 4, 4, 4]"
2824,17,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 11, 11, 0, 6, 10, 10, 4, 4, 4, 4, 4]"
3022,15,16,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 12, 11, 9, 10, 10, 10, 4, 4, 4]"
124,15,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 17, 11, 4, 10, 10, 10, 4, 4, 4]"
799,15,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 15, 'F': 4, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 10, 17, 17, 10, 10, 10, 4, 4, 4, 4]"
909,15,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 9}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 17, 11, 4, 10, 10, 10, 4, 4, 4]"
960,16,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 9, 'B': 16, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[4, 12, 12, 12, 12, 16, 17, 11, 12, 10, 10, 4, 4, 4, 4, 4]"
1024,15,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 15, 'F': 5, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 10, 17, 17, 10, 10, 10, 4, 4, 4, 4]"
1758,16,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 9, 'B': 16, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 16, 17, 11, 12, 10, 10, 4, 4, 4, 4, 4]"
2113,17,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 5, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 17, 11, 6, 6, 10, 4, 4, 4, 4, 4, 4]"
2394,15,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 2, 'G': 6, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 15, 'F': 6, 'G': 8, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 10, 12, 12, 12, 12, 17, 17, 10, 10, 10, 4, 4, 4, 4]"
2928,17,17,2,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 5, 'C': 0, 'D': 6, 'E': 8}","{'A': 8, 'B': 17, 'F': 4, 'G': 7, 'C': 6, 'D': 8, 'E': 11}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 17, 11, 6, 6, 10, 4, 4, 4, 4, 4, 4]"
197,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 8, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 6, 9, 9, 4, 10, 10, 10, 4]"
345,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 9, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 6, 4, 9, 9, 10, 10, 10, 4]"
356,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 10}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 16, 16, 6, 11, 11, 4, 10, 10, 10, 4, 4, 4]"
434,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 2, 'B': 10, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 9}","{'A': 10, 'B': 17, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 6, 12, 12, 16, 16, 10, 11, 11, 12, 10, 10, 4, 4, 4, 4, 4]"
583,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 1, 'G': 5, 'C': 1, 'D': 7, 'E': 9}","{'A': 9, 'B': 16, 'F': 5, 'G': 7, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[0, 12, 12, 12, 12, 16, 16, 11, 11, 10, 10, 10, 4, 4, 4, 4]"
626,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 11, 9, 4, 4, 10, 10, 10, 4]"
771,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 5, 'C': 0, 'D': 7, 'E': 9}","{'A': 9, 'B': 16, 'F': 4, 'G': 7, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 10, 16, 12, 11, 11, 10, 10, 10, 4, 4, 4, 4]"
896,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 10}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 11, 11, 0, 0, 10, 10, 10, 4, 4, 4, 4]"
930,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 0, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 10, 16, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
932,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 1, 'D': 7, 'E': 10}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 7, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 11, 5, 0, 10, 10, 10, 4, 4, 4, 4]"
1092,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 1, 'D': 8, 'E': 10}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 7, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 16, 16, 10, 6, 5, 5, 10, 10, 10, 4, 4, 4, 4]"
1154,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 5, 'C': 0, 'D': 7, 'E': 9}","{'A': 8, 'B': 17, 'F': 5, 'G': 7, 'C': 6, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 12, 11, 5, 6, 10, 10, 4, 4, 4, 4, 4]"
1280,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 2, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 8, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 10, 16, 16, 10, 9, 9, 10, 10, 10, 4, 4]"
1302,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 1, 'D': 7, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 7, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 16, 16, 11, 9, 4, 10, 10, 10, 4, 4]"
1319,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 4, 'C': 0, 'D': 6, 'E': 10}","{'A': 9, 'B': 16, 'F': 4, 'G': 6, 'C': 6, 'D': 8, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 16, 16, 11, 11, 6, 4, 10, 10, 10, 4, 4, 4]"
1395,16,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 1, 'B': 9, 'F': 0, 'G': 5, 'C': 1, 'D': 7, 'E': 9}","{'A': 9, 'B': 16, 'F': 4, 'G': 7, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[2, 12, 12, 12, 10, 16, 16, 11, 11, 10, 10, 10, 4, 4, 4, 4]"
1398,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 2, 'D': 8, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 8, 'D': 10, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 16, 16, 10, 10, 9, 9, 4, 10, 10, 10, 4]"
1457,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 5, 'C': 1, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 4, 'G': 7, 'C': 7, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 12, 12, 12, 10, 16, 16, 6, 9, 9, 10, 10, 10, 4, 4]"
1517,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 11, 9, 4, 4, 10, 10, 10, 4]"
1540,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 0, 'G': 4, 'C': 2, 'D': 9, 'E': 11}","{'A': 8, 'B': 15, 'F': 4, 'G': 6, 'C': 8, 'D': 11, 'E': 14}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[8, 8, 12, 12, 16, 16, 10, 10, 4, 9, 9, 10, 10, 10, 4]"
1547,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 0, 'G': 4, 'C': 0, 'D': 7, 'E': 10}","{'A': 8, 'B': 17, 'F': 4, 'G': 6, 'C': 6, 'D': 9, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[12, 12, 12, 12, 16, 16, 6, 11, 5, 0, 10, 10, 10, 4, 4, 4, 4]"
1733,15,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 8, 'F': 1, 'G': 5, 'C': 0, 'D': 8, 'E': 10}","{'A': 8, 'B': 15, 'F': 5, 'G': 7, 'C': 6, 'D': 10, 'E': 13}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[10, 12, 12, 12, 12, 16, 12, 6, 9, 9, 10, 10, 10, 4, 4]"
1747,17,16,3,"[['A', 'B'], ['F', 'G', 'B'], ['C', 'D', 'E']]","{'A': 0, 'B': 10, 'F': 1, 'G': 5, 'C': 1, 'D': 7, 'E': 9}","{'A': 8, 'B': 17, 'F': 5, 'G': 7, 'C': 7, 'D': 9, 'E': 12}","{'A': 8, 'B': 7, 'F': 4, 'G': 2, 'C': 6, 'D': 2, 'E': 3}","[6, 12, 12, 12, 12, 16, 16, 11, 5, 6, 10, 10, 4, 4, 4, 4, 4]"
